offset_days,periods,total_return_pct,max_drawdown_pct,negative_periods,switches
10,24,161.071676,-6.523320,5,12
8,24,185.668137,-4.768068,4,12
29,23,181.506621,-3.772204,3,12
26,23,162.973258,-3.707511,5,12
9,24,193.998091,-3.557903,3,12

