total_trades,closed_trades,open_trades,win_rate,total_pnl_abs,total_return_pct,avg_pnl_abs,avg_win,avg_loss,profit_factor,daily_pnl_mean,weekly_pnl_mean,monthly_pnl_mean,max_drawdown,peak_to_trough_drawdown,sharpe_ratio,avg_holding_bars,exit_distribution,initial_capital,final_capital,banked_profit,capital_sweep_total,total_account_value,monthly_returns_pct,long_metrics,short_metrics
3279,3278,1,31.15,873881.46,8738.81,266.61,10548.09,-4384.42,1.09,702.54,3687.59,15890.17,-1.36,-62.81,1.6535,17.4,"{'stop_loss': 2323, 'take_profit': 551, 'trailing_stop': 209, 'ttl_expired': 173, 'liquidation': 19, 'unsafe_liquidation_buffer': 3, 'open': 1}",10000.0,883881.46,0.0,0.0,883881.46,"{'2021-12': {'ret': 23.87, 'ret_abs': 23.87, 'withdrawn': 0.0}, '2022-01': {'ret': 51.5, 'ret_abs': 87.66, 'withdrawn': 0.0}, '2022-02': {'ret': -2.98, 'ret_abs': 82.07, 'withdrawn': 0.0}, '2022-03': {'ret': -26.1, 'ret_abs': 34.55, 'withdrawn': 0.0}, '2022-04': {'ret': -11.14, 'ret_abs': 19.56, 'withdrawn': 0.0}, '2022-05': {'ret': 17.62, 'ret_abs': 40.63, 'withdrawn': 0.0}, '2022-06': {'ret': 36.69, 'ret_abs': 92.22, 'withdrawn': 0.0}, '2022-07': {'ret': 9.32, 'ret_abs': 110.14, 'withdrawn': 0.0}, '2022-08': {'ret': 16.47, 'ret_abs': 144.75, 'withdrawn': 0.0}, '2022-09': {'ret': -41.1, 'ret_abs': 44.15, 'withdrawn': 0.0}, '2022-10': {'ret': 63.34, 'ret_abs': 135.44, 'withdrawn': 0.0}, '2022-11': {'ret': 23.37, 'ret_abs': 190.47, 'withdrawn': 0.0}, '2022-12': {'ret': 30.6, 'ret_abs': 279.36, 'withdrawn': 0.0}, '2023-01': {'ret': 39.0, 'ret_abs': 427.31, 'withdrawn': 0.0}, '2023-02': {'ret': 29.56, 'ret_abs': 583.17, 'withdrawn': 0.0}, '2023-03': {'ret': 22.15, 'ret_abs': 734.52, 'withdrawn': 0.0}, '2023-04': {'ret': 13.58, 'ret_abs': 847.82, 'withdrawn': 0.0}, '2023-05': {'ret': 5.41, 'ret_abs': 899.1, 'withdrawn': 0.0}, '2023-06': {'ret': 14.29, 'ret_abs': 1041.91, 'withdrawn': 0.0}, '2023-07': {'ret': 4.92, 'ret_abs': 1098.06, 'withdrawn': 0.0}, '2023-08': {'ret': 34.84, 'ret_abs': 1515.47, 'withdrawn': 0.0}, '2023-09': {'ret': -7.81, 'ret_abs': 1389.34, 'withdrawn': 0.0}, '2023-10': {'ret': 18.01, 'ret_abs': 1657.55, 'withdrawn': 0.0}, '2023-11': {'ret': -9.23, 'ret_abs': 1495.26, 'withdrawn': 0.0}, '2023-12': {'ret': 4.73, 'ret_abs': 1570.64, 'withdrawn': 0.0}, '2024-01': {'ret': 6.2, 'ret_abs': 1674.28, 'withdrawn': 0.0}, '2024-02': {'ret': 29.31, 'ret_abs': 2194.4, 'withdrawn': 0.0}, '2024-03': {'ret': -12.12, 'ret_abs': 1916.39, 'withdrawn': 0.0}, '2024-04': {'ret': 16.12, 'ret_abs': 2241.37, 'withdrawn': 0.0}, '2024-05': {'ret': 5.92, 'ret_abs': 2380.06, 'withdrawn': 0.0}, '2024-06': {'ret': -11.51, 'ret_abs': 2094.55, 'withdrawn': 0.0}, '2024-07': {'ret': 33.93, 'ret_abs': 2839.26, 'withdrawn': 0.0}, '2024-08': {'ret': -9.2, 'ret_abs': 2568.79, 'withdrawn': 0.0}, '2024-09': {'ret': 14.38, 'ret_abs': 2952.44, 'withdrawn': 0.0}, '2024-10': {'ret': 26.26, 'ret_abs': 3754.14, 'withdrawn': 0.0}, '2024-11': {'ret': -7.44, 'ret_abs': 3467.23, 'withdrawn': 0.0}, '2024-12': {'ret': 14.02, 'ret_abs': 3967.22, 'withdrawn': 0.0}, '2025-01': {'ret': 3.05, 'ret_abs': 4091.22, 'withdrawn': 0.0}, '2025-02': {'ret': 70.35, 'ret_abs': 7039.68, 'withdrawn': 0.0}, '2025-03': {'ret': 34.84, 'ret_abs': 9526.98, 'withdrawn': 0.0}, '2025-04': {'ret': -4.6, 'ret_abs': 9083.78, 'withdrawn': 0.0}, '2025-05': {'ret': 25.07, 'ret_abs': 11386.6, 'withdrawn': 0.0}, '2025-06': {'ret': 15.54, 'ret_abs': 13171.16, 'withdrawn': 0.0}, '2025-07': {'ret': 12.0, 'ret_abs': 14763.16, 'withdrawn': 0.0}, '2025-08': {'ret': -2.91, 'ret_abs': 14330.86, 'withdrawn': 0.0}, '2025-09': {'ret': 18.23, 'ret_abs': 16960.93, 'withdrawn': 0.0}, '2025-10': {'ret': -9.93, 'ret_abs': 15266.19, 'withdrawn': 0.0}, '2025-11': {'ret': 21.67, 'ret_abs': 18596.47, 'withdrawn': 0.0}, '2025-12': {'ret': -27.41, 'ret_abs': 13471.76, 'withdrawn': 0.0}, '2026-01': {'ret': -1.59, 'ret_abs': 13255.3, 'withdrawn': 0.0}, '2026-02': {'ret': -4.88, 'ret_abs': 12603.09, 'withdrawn': 0.0}, '2026-03': {'ret': -5.11, 'ret_abs': 11953.52, 'withdrawn': 0.0}, '2026-04': {'ret': -31.43, 'ret_abs': 8165.32, 'withdrawn': 0.0}, '2026-05': {'ret': -12.82, 'ret_abs': 7105.6, 'withdrawn': 0.0}, '2026-06': {'ret': 22.67, 'ret_abs': 8738.81, 'withdrawn': 0.0}}","{'count': 938, 'win_rate': 28.57, 'total_pnl': 272082.14, 'avg_pnl': 290.07, 'profit_factor': 1.07}","{'count': 2340, 'win_rate': 32.18, 'total_pnl': 601877.32, 'avg_pnl': 257.21, 'profit_factor': 1.1}"
