offset_days,periods,total_return_pct,max_drawdown_pct,negative_periods,switches
23,23,186.3743275235296,-10.854054452342554,5,2
28,23,191.7694051082612,-6.113031776706923,5,2
29,23,194.11860592622472,-6.113031776706912,4,2
25,23,197.64723688902487,-8.768354579351122,6,2
27,23,209.28490044560584,-6.113031776706935,5,2

