month,freq_4pw_r02_hyperband_004678,freq_4pw_r03_catcma_011465,freq_4pw_r09_hyperband_010009,freq_4pw_r11_island_2024_002436,sparse_0pw_r06_hyperband_001552,sparse_0pw_r07_hyperband_019621,sparse_0pw_r09_catcma_013114,sparse_0pw_r10_island_2022_000031,sparse_0pw_r11_island_2024_021423,sparse_0pw_r12_hyperband_017877,total
2024-09,-2788.1351404060706,2976.4607626127404,8868.259209690104,0.0,0.0,4482.506245200048,0.0,0.0,0.0,-1428.7584330968418,12110.33264399998
2024-10,2968.640896864007,2597.6780913360185,0.0,0.0,0.0,16217.340843400038,0.0,0.0,0.0,0.0,21783.659831600064
2024-11,1876.8529254607329,331.91787769457983,0.0,0.0,-3700.150873249988,0.0,0.0,-2601.213717788882,-8179.27136961645,0.0,-12271.865157500008
2024-12,7052.78373798507,-6084.6293795152005,-7623.7333844804725,-3639.9971888000064,0.0,1989.208273919172,0.0,0.0,0.0,2432.022603991517,-5874.345336899921
2025-01,5227.68791543357,825.6593270164017,0.0,0.0,-3193.369218749953,0.0,0.0,0.0,-3645.571024800034,9859.499218100003,9073.906216999989
2025-02,17488.74005775971,5167.967468815181,0.0,18707.05472539884,0.0,0.0,0.0,0.0,5129.65989607634,0.0,46493.42214805007
2025-03,9072.725043547644,17553.182304588976,27317.644054513457,-5282.2888395000255,0.0,0.0,0.0,0.0,11322.14366114998,14840.999560799974,74824.40578510001
2025-04,-4779.797886442795,-284.9019919477564,0.0,0.0,0.0,-14984.556380209544,49070.97763970008,0.0,0.0,-5595.669301550007,23426.052079549983
2025-05,6036.202024343402,1005.7798340690342,0.0,-9800.844205810025,0.0,35703.90289489721,0.0,0.0,-8878.06361674267,-5488.440747657208,18578.536183099743
2025-06,7676.553570389645,11852.630065196448,0.0,0.0,-8171.948963299952,0.0,0.0,-6573.843549299982,32543.94896793465,11050.907182128796,48378.24727304961
2025-07,10595.813725200545,11899.186051078988,0.0,42248.028711153165,-10510.63137146657,-3547.7826046153477,0.0,-7903.1926480499615,-22727.06595669565,0.0,20054.35590660517
2025-08,4585.693347177298,29515.94303508505,0.0,0.0,6524.488318435857,17889.34857600004,0.0,0.0,0.0,42676.91404374724,101192.38732044547
2025-09,-3642.3768184753067,14647.08521534128,0.0,0.0,48515.89899929171,36811.67987428293,0.0,38896.288911252894,-31075.556830566395,-1933.7416466266247,102219.27770450048
2025-10,-8340.886868126145,29725.418176167237,0.0,-27652.486658961563,0.0,0.0,0.0,0.0,-18417.189622000013,48978.56296662034,24293.417993699855
2025-11,-41799.67311896312,18453.647459255084,0.0,74471.19900984975,0.0,29659.864313200007,0.0,0.0,47848.81453289982,50327.37254770787,178961.22474394942
2025-12,-10505.541276813727,-15453.19194750428,0.0,0.0,-22103.391492000097,-11865.232919232603,0.0,0.0,24890.295228899642,0.0,-35037.062406651065
2026-01,17350.589477323927,37829.196815445684,0.0,0.0,79195.26494335909,154622.42559146803,0.0,39282.6188850535,-23558.422526550286,0.0,304721.6731860999
2026-02,32333.613301650217,10423.41631250006,0.0,0.0,38372.38033720009,-33026.951033399986,0.0,0.0,-33262.81964115014,0.0,14839.639276800233
2026-03,35637.746435417415,-16033.216601896085,0.0,0.0,0.0,-32284.851080399945,0.0,0.0,36912.139862649914,33215.46064200015,57447.27925777145
2026-04,-37419.58838464428,-39485.940021249386,0.0,0.0,4564.084701300232,-44028.85886620662,0.0,0.0,-40609.92840319993,0.0,-156980.23097399998
2026-05,-21867.85814364241,12573.643617350062,0.0,0.0,-57015.43352156549,47008.91756426746,0.0,-43644.485080360406,117449.29153090005,0.0,54504.075966949276
2026-06,43883.24670079406,13081.589604828258,0.0,0.0,-60029.44075988082,0.0,0.0,89116.6880663,60577.54231580773,-46365.89158100034,100263.7343468489
NaT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
