month,freq_4pw_r02_hyperband_004678,freq_4pw_r03_catcma_011465,freq_4pw_r05_island_2023_001587,freq_4pw_r09_hyperband_010009,freq_4pw_r11_island_2024_002436,sparse_0pw_r01_smac_018790,sparse_0pw_r06_hyperband_001552,sparse_0pw_r07_hyperband_019621,sparse_0pw_r09_catcma_013114,sparse_0pw_r10_island_2022_000031,sparse_0pw_r11_island_2024_021423,sparse_0pw_r12_hyperband_017877,total
2025-07,16383.58875776329,18760.851183475224,0.0,0.0,66610.33307164948,-6550.052249649983,-16571.55244485447,-5593.620165020358,0.0,-12460.583113950044,-35832.6381158604,0.0,24746.326923552726
2025-08,7140.564078324633,46034.482649778896,0.0,0.0,0.0,-9859.05359344825,10159.48134197805,27856.01779124993,0.0,0.0,0.0,66116.12789921332,147447.62016709655
2025-09,-5590.517320184816,22480.3719515985,0.0,0.0,0.0,-21716.700445499973,74462.21693003572,56498.53837269137,0.0,59697.98627120606,-47694.765639119156,-2967.895526277335,135169.23459445036
2025-10,-12475.896856293339,45894.302672099024,0.0,0.0,-40124.90480808468,36913.2592237379,0.0,0.0,0.0,0.0,-27546.69829340012,73257.41216854182,75917.47410660061
2025-11,-65936.23097562553,28861.29162177138,0.0,0.0,116471.84483169782,0.0,0.0,46387.566360999874,0.0,0.0,74834.82098010005,78711.18056775564,279330.4733866992
2025-12,-16422.710281747022,-24156.98034275148,0.0,0.0,0.0,-47351.10545371923,-34552.82198550011,-11690.008192082489,0.0,0.0,38909.41526184906,0.0,-95264.21099395127
2026-01,-6826.003190326159,68461.31510270825,-87920.48596681924,0.0,0.0,0.0,120503.48978707538,218482.1188767115,0.0,28048.849727100034,-35509.25591144988,0.0,305240.02842499985
2026-02,43892.25133004988,14149.598464900082,0.0,0.0,0.0,0.0,52089.84082960015,-44833.499481399966,0.0,0.0,-45153.69574000002,0.0,20144.495403150133
2026-03,48377.60392228,-52966.44298718471,0.0,0.0,0.0,0.0,0.0,-43832.192133600016,0.0,0.0,50107.58357739944,45089.394462000026,46775.94684089474
2026-04,-49735.47504759301,-53345.982079587084,0.0,0.0,0.0,-43955.42134137311,6066.261739800264,-58520.07640559741,0.0,0.0,-53975.87845440011,0.0,-253466.57158875046
2026-05,-28258.013458473422,29767.628038249815,0.0,0.0,0.0,0.0,-36515.989853049614,33571.240632215995,0.0,-55909.860916143385,150456.01043659882,0.0,93111.01487939821
2026-06,60501.00576615523,-13120.175668131793,0.0,0.0,0.0,-46193.79280895002,-78334.59618452392,0.0,0.0,116291.64950605007,79049.82078505056,-60504.53893975013,57689.3724559
NaT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
